id,web_name,team_name,position,price,selected_by_percent,total_points,event_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,in_dreamteam,news,news_added,now_cost,photo,removed,second_name,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
537,Huggins,Sunderland,DEF,4.0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,492066,0,0,0,0,0,2,0.0,0.0,Niall,False,has joined Wycombe Wanderers on loan for the rest of the season.,2025-09-02T13:34:00.250364Z,40,492066.jpg,False,Huggins,False,,u,17,56,1038,0,14042,136,0.0,0.0,244.0,2021-08-20,2000-12-18,False,p492066,0,0,0,0,0,520,200,506,199,473,188,521,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,665,182,470,183,529,201,485,177,0.0,0.0,0.0
538,Johnson,Sunderland,DEF,3.9,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,514613,0,0,-1,1,0,2,-1.0,0.0,Zak,False,,,39,514613.jpg,False,Johnson,False,,a,17,56,16194,166,17526,398,0.0,0.0,241.0,2021-10-12,2004-07-30,False,p514613,0,0,0,0,0,460,169,443,167,410,156,460,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,725,225,408,150,468,169,326,115,0.0,0.0,0.0
539,O'Nien,Sunderland,DEF,4.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,100.0,100.0,167512,0,0,0,0,0,2,-1.0,0.0,Luke,False,,2025-07-21T10:00:05.068622Z,40,167512.jpg,False,O'Nien,False,,a,17,56,2803,142,2526,150,0.0,0.0,241.0,2018-07-30,1994-11-21,False,p167512,0,0,0,0,0,492,189,477,187,444,176,492,188,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,629,163,441,171,500,189,580,210,0.0,0.0,0.0
540,Pembele,Sunderland,DEF,3.9,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,465702,0,0,-1,1,0,2,-1.0,0.0,Timothée,False,,,39,465702.jpg,False,Pembélé,False,,a,17,56,44621,214,26424,787,0.0,0.0,73.0,2023-09-01,2002-09-09,False,p465702,0,0,0,0,0,450,163,433,161,400,150,450,162,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,715,219,398,144,458,163,254,97,0.0,0.0,0.0
541,Reinildo,Sunderland,DEF,4.0,4.4,18,2,1.3,2.6,572,0,0,2,6,0,0,0,1,1,0,0,83,100.2,24.2,17.0,14.2,0.07,0.05,0.12,6.54,True,True,100.0,100.0,434399,0,0,0,0,0,2,0.3,1.3,Reinildo,False,,2025-09-21T22:30:06.385468Z,40,434399.jpg,False,Mandava,False,,a,17,56,423737,1323,680463,7018,0.3,4.5,146.0,2025-07-08,1994-01-21,False,p434399,34,19,14,48,7,186,74,281,91,282,87,259,92,,,,,,,0.01,0.0,0.01,0.02,1.03,0.94,643,170,233,79,200,76,79,28,1.1,0.31,7.55
542,Seelt,Sunderland,DEF,4.0,0.1,2,0,0.0,1.0,133,0,0,0,2,0,0,0,0,0,0,0,11,33.6,2.4,0.0,3.6,0.00,0.01,0.01,1.33,True,False,0.0,0.0,519634,0,0,0,0,0,2,0.0,0.0,Jenson,False,has joined Wolfsburg on loan for the rest of the season.,2025-09-02T13:40:22.421351Z,40,519634.jpg,False,Seelt,False,,u,17,56,3016,0,21878,174,0.0,0.5,152.0,2023-07-01,2003-05-23,False,p519634,8,6,4,12,1,322,122,377,135,480,193,380,132,,,,,,,0.0,0.0,0.01,0.01,0.9,1.35,674,189,477,188,371,132,449,164,0.68,0.0,8.12
543,Adingra,Sunderland,MID,5.1,0.5,13,0,0.0,2.2,271,0,1,2,4,0,0,0,1,0,0,0,36,28.4,77.8,8.0,11.4,0.14,0.25,0.39,3.03,True,True,,,535818,0,0,-4,4,0,3,-1.0,0.0,Simon,False,,,51,535818.jpg,False,Adingra,False,,a,17,56,75885,208,193593,1566,0.0,2.5,54.0,2025-07-10,2002-01-01,False,p535818,5,7,4,16,4,335,155,130,92,319,170,289,144,,,,,,,0.05,0.0,0.08,0.13,1.01,1.33,237,148,694,299,240,104,228,78,1.33,0.66,5.31
544,Diarra,Sunderland,MID,5.3,0.0,12,0,0.0,3.0,345,0,1,2,2,0,0,0,1,0,0,0,23,10.6,31.0,45.0,8.0,0.50,0.08,0.58,3.87,True,True,0.0,0.0,547027,0,0,-2,2,0,3,0.0,0.0,Habib,False,Groin Injury - Expected back 03 Dec,2025-09-21T22:30:06.402407Z,53,547027.jpg,False,Diarra,False,,i,17,56,6081,4,15000,80,0.0,2.3,189.0,2025-07-01,2004-01-03,False,p547027,6,8,1,15,4,384,179,252,152,194,111,331,162,,,,,,,0.13,0.0,0.02,0.15,1.01,0.52,208,131,704,305,163,68,587,225,1.04,0.52,3.91
545,Roberts,Sunderland,MID,5.4,0.0,1,0,0.0,1.0,27,0,0,0,1,0,0,0,0,0,0,0,4,1.8,7.3,5.0,1.4,0.03,0.02,0.05,0.66,True,False,0.0,0.0,124165,0,0,-1,1,0,3,0.0,0.0,Patrick,False,has joined Birmingham City on loan for the rest of the season.,2025-09-02T13:33:32.438579Z,54,124165.jpg,False,Roberts,False,,u,17,56,462,0,3897,21,0.0,0.2,241.0,2022-01-21,1997-02-05,False,p124165,0,1,0,1,0,423,200,352,186,348,182,409,194,4.0,,,,2.0,,0.1,0.0,0.07,0.17,2.2,3.33,161,100,706,306,412,197,677,287,0.0,0.0,3.33
546,Aleksić,Sunderland,MID,4.9,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,626844,0,0,-1,1,0,3,0.0,0.0,Milan,False,has joined Cracovia on loan for the rest of the season.,2025-09-08T09:11:30.805435Z,49,626844.jpg,False,Aleksić,False,,u,17,56,295,0,3157,15,0.0,0.0,190.0,2024-08-30,2005-08-30,False,p626844,0,0,0,0,0,701,301,696,301,683,296,701,301,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,349,221,674,284,702,301,663,279,0.0,0.0,0.0
547,E.Le Fée,Sunderland,MID,4.9,0.4,32,6,4.0,3.6,629,1,1,2,7,0,0,0,1,0,0,3,113,154.4,132.1,42.0,32.8,0.91,0.43,1.34,7.95,True,True,100.0,100.0,484420,0,0,-1,1,1,3,3.0,4.0,Enzo,False,,2025-09-13T21:30:08.349570Z,49,484420.jpg,False,Le Fée,False,,a,17,56,60632,355,61219,1007,0.8,6.5,73.0,2025-07-01,2000-02-03,False,p484420,17,36,22,75,7,104,35,64,49,203,114,107,59,2.0,,2.0,,,,0.13,0.0,0.06,0.19,1.14,1.0,337,211,70,33,106,46,277,97,1.0,0.29,10.73
548,Mundle,Sunderland,MID,4.9,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,461199,0,0,-1,1,0,3,0.0,0.0,Romaine,False,Hamstring injury - Expected back 22 Nov,2025-08-10T23:30:07.214806Z,49,461199.jpg,False,Mundle,False,,i,17,56,173,3,744,6,0.0,0.0,241.0,2024-02-01,2003-04-24,False,p461199,0,0,0,0,0,698,299,693,299,680,294,698,299,3.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,328,206,670,281,699,299,727,319,0.0,0.0,0.0
549,Neil,Sunderland,MID,4.8,0.0,2,0,0.3,1.0,2,0,0,0,0,0,0,0,0,0,0,0,7,2.0,0.0,0.0,0.2,0.00,0.00,0.00,0.20,True,True,,,223336,0,0,-2,2,0,3,-0.7,0.3,Dan,False,,,48,223336.jpg,False,Neil,False,,a,17,56,953,42,2871,45,0.1,0.4,241.0,2018-11-01,2001-12-13,False,p223336,2,0,0,2,0,421,199,675,288,660,282,430,204,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,363,229,343,168,392,184,622,252,0.0,0.0,90.0
550,Poveda,Sunderland,MID,4.8,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,215460,0,0,-2,2,0,3,-1.0,0.0,Ian,False,,,48,215460.jpg,False,Poveda-Ocampo,False,,a,17,56,426,16,1864,25,0.0,0.0,48.0,2024-07-24,2000-02-09,False,p215460,0,0,0,0,0,679,288,673,287,658,281,679,288,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,361,228,644,267,681,288,648,269,0.0,0.0,0.0
551,Rigg,Sunderland,MID,4.8,0.0,8,0,1.3,1.3,186,0,0,1,0,0,0,0,0,0,0,0,23,9.0,25.6,7.0,4.3,0.12,0.06,0.18,1.29,True,True,,,554197,0,0,-2,2,0,3,0.3,1.3,Chris,False,,,48,554197.jpg,False,Rigg,False,,a,17,56,3002,68,5449,116,0.3,1.7,241.0,2022-12-31,2007-06-18,False,p554197,2,6,4,12,3,390,182,272,158,325,172,367,177,,,,,,,0.06,0.0,0.03,0.09,0.62,0.0,375,236,239,111,346,163,571,213,1.45,0.48,5.81
552,Sadiki,Sunderland,MID,5.0,0.1,22,3,2.7,2.2,893,0,0,4,8,0,0,0,4,0,0,0,121,92.2,104.8,23.0,22.1,0.12,0.56,0.68,10.77,True,True,100.0,100.0,577669,0,0,0,0,0,3,1.7,2.7,Noah,False,,2025-10-14T21:30:07.514008Z,50,577669.jpg,False,Sadiki,False,,a,17,56,4538,127,4980,144,0.5,4.4,50.0,2025-07-04,2004-12-17,False,p577669,28,33,15,76,10,199,85,92,66,266,146,186,99,,,,,,,0.01,0.0,0.06,0.07,1.09,0.81,287,180,147,67,239,103,553,205,1.01,0.4,7.66
553,Talbi,Sunderland,MID,5.0,0.3,33,1,4.3,3.3,561,1,2,4,2,0,0,0,0,0,0,2,96,82.4,89.6,78.0,25.0,1.02,0.29,1.30,6.96,True,True,,,549912,0,0,0,0,0,3,3.3,4.3,Chemsdine,False,,,50,549912.jpg,False,Talbi,False,,a,17,56,48018,767,42068,945,0.9,6.6,145.0,2025-07-09,2005-05-09,False,p549912,8,20,5,33,6,220,92,115,83,114,69,159,84,,,,,,,0.16,0.0,0.05,0.21,1.12,0.32,283,177,58,29,133,58,319,110,0.96,0.64,5.29
554,Ba,Sunderland,MID,4.3,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,477851,0,0,-2,2,0,3,-1.0,0.0,Abdoullah,False,,,43,477851.jpg,False,Ba,False,,a,17,56,40729,8847,26755,1496,0.0,0.0,73.0,2022-08-31,2003-07-31,False,p477851,0,0,0,0,0,555,204,545,205,514,197,556,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,594,329,509,182,563,210,264,91,0.0,0.0,0.0
555,Browne,Sunderland,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,171422,0,0,0,0,0,3,0.0,0.0,Alan,False,has joined Middlesbrough on loan for the rest of the season.,2025-09-02T13:31:41.354124Z,45,171422.jpg,False,Browne,False,,u,17,56,1291,0,8885,56,0.0,0.0,104.0,2024-07-11,1995-04-15,False,p171422,0,0,0,0,0,613,238,605,239,583,231,614,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,401,245,577,217,623,244,604,240,0.0,0.0,0.0
556,Ekwah,Sunderland,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,458297,0,0,0,0,0,3,0.0,0.0,Pierre,False,Has joined AS Saint-Etienne permanently.,2025-08-14T14:03:00.702056Z,45,458297.jpg,False,Ekwah Elimby,False,,u,17,56,0,0,1647,7,0.0,0.0,73.0,2023-01-23,2002-01-15,False,p458297,0,0,0,0,0,625,245,619,246,600,239,626,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,427,253,589,225,634,251,714,312,0.0,0.0,0.0
557,H.Jones,Sunderland,MID,4.4,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,547410,0,0,-1,1,0,3,-1.0,0.0,Harrison,False,,,44,547410.jpg,False,Jones,False,,a,17,56,3761,85,5898,111,0.0,0.0,241.0,2024-01-01,2004-12-25,False,p547410,0,0,0,0,0,593,224,585,225,562,217,594,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,552,316,557,203,603,230,548,201,0.0,0.0,0.0
558,Matete,Sunderland,MID,4.4,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,493837,0,0,-1,1,0,3,-1.0,0.0,Jay,False,,,44,493837.jpg,False,Matete,False,,a,17,56,18165,326,25160,509,0.0,0.0,241.0,2022-01-31,2001-02-11,False,p493837,0,0,0,0,0,579,215,570,216,546,208,580,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,534,307,542,194,589,221,345,117,0.0,0.0,0.0
559,Triantis,Sunderland,MID,4.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,500696,0,0,-1,1,0,3,0.0,0.0,Nectarios,False,has joined Minnesota United permanently.,2025-09-22T21:19:57.157510Z,44,500696.jpg,False,Triantis,False,,u,17,56,2951,0,7238,89,0.0,0.0,13.0,2023-07-01,2003-05-11,False,p500696,0,0,0,0,0,583,218,574,219,550,211,584,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,539,310,546,197,593,224,588,226,0.0,0.0,0.0
560,Isidor,Sunderland,FWD,5.6,3.6,39,2,3.7,3.9,608,4,0,3,7,0,0,0,0,0,0,7,139,137.6,10.2,219.0,36.6,2.35,0.03,2.38,8.22,True,True,,,437505,0,0,1,-1,1,4,2.7,3.7,Wilson,False,,,56,437505.jpg,False,Isidor,False,,a,17,56,689431,10785,307449,16376,0.7,7.0,73.0,2025-02-01,2000-08-27,False,p437505,5,9,5,19,7,129,12,339,40,16,8,87,11,,,,,3.0,,0.35,0.0,0.0,0.35,1.22,1.04,130,33,94,10,86,10,92,17,1.04,0.44,2.81
561,Mayenda,Sunderland,FWD,5.4,0.7,15,0,0.3,2.5,257,1,0,2,1,0,0,0,0,0,0,2,53,48.2,24.6,52.0,12.3,0.47,0.06,0.53,2.81,True,True,,,564406,0,0,-1,1,0,4,-0.7,0.3,Eliezer,False,,,54,564406.jpg,False,Mayenda Dossou,False,,a,17,56,251145,415,267882,2423,0.1,2.8,200.0,2023-07-28,2005-05-08,False,p564406,2,4,1,7,3,285,26,277,29,169,33,283,29,,,,,1.0,,0.16,0.0,0.02,0.18,0.98,0.35,189,43,354,43,215,21,202,31,1.05,0.7,2.45
562,Abdullahi,Sunderland,FWD,4.3,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,611975,0,0,-2,2,0,4,-1.0,0.0,Ahmed,False,,,43,611975.jpg,False,Abdullahi,False,,a,17,56,25953,1228,51537,972,0.0,0.0,157.0,2024-08-31,2004-06-19,False,p611975,0,0,0,0,0,562,54,552,53,523,53,563,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,606,81,517,50,570,56,274,41,0.0,0.0,0.0
563,Luís Hemir,Sunderland,FWD,4.4,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,551153,0,0,-1,1,0,4,0.0,0.0,Luís Hemir,False,has joined Moreirense on loan for the rest of the season.,2025-09-22T21:17:57.534387Z,44,551153.jpg,False,Silva Semedo,False,,u,17,56,5979,0,17776,180,0.0,0.0,173.0,2023-07-01,2003-08-11,False,p551153,0,0,0,0,0,595,61,587,60,564,60,596,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,556,73,559,57,605,63,457,64,0.0,0.0,0.0
564,Rusyn,Sunderland,FWD,4.4,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,440955,0,0,-1,1,0,4,0.0,0.0,Nazarii,False,has joined Arka on loan for the rest of the season.,2025-09-05T08:56:38.449926Z,44,440955.jpg,False,Rusyn,False,,u,17,56,3530,0,17986,131,0.0,0.0,225.0,2023-09-01,1998-10-25,False,p440955,0,0,0,0,0,573,56,563,55,537,55,574,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,519,68,535,52,583,58,465,65,0.0,0.0,0.0
668,Xhaka,Sunderland,MID,5.1,5.2,49,10,5.7,4.9,900,1,3,4,8,0,0,0,3,0,0,4,219,277.4,241.0,37.0,55.4,0.36,1.12,1.48,11.35,True,True,,,84450,0,0,1,-1,0,3,4.7,5.7,Granit,False,,,51,84450.jpg,False,Xhaka,False,,a,17,56,557435,18085,282905,11284,1.1,9.6,207.0,2025-07-30,1992-09-27,False,p84450,51,49,20,120,10,12,4,15,15,217,120,24,17,1.0,,1.0,,,,0.04,0.0,0.11,0.15,1.14,0.8,231,144,27,13,32,12,71,20,1.0,0.4,12.0
670,Roefs,Sunderland,GKP,4.7,6.9,54,2,4.3,5.4,900,0,0,4,8,0,1,0,1,0,34,6,206,284.2,20.0,0.0,30.3,0.00,0.01,0.01,11.35,True,True,,,498016,0,0,2,-2,2,1,3.3,4.3,Robin,True,,,47,498016.jpg,False,Roefs,False,,a,17,56,886655,17388,176078,8990,0.9,11.5,152.0,2025-08-01,2003-01-17,False,p498016,9,101,0,0,10,10,2,295,1,652,69,121,2,,,,,,,0.0,3.4,0.0,0.0,1.14,0.8,383,19,57,2,18,1,54,11,1.0,0.4,0.0
678,Masuaku,Sunderland,DEF,3.9,0.8,1,0,0.0,0.3,125,0,0,0,2,0,0,0,1,0,0,0,4,21.8,20.1,7.0,4.9,0.07,0.08,0.15,2.09,True,True,100.0,100.0,105717,0,0,-1,1,0,2,-1.0,0.0,Arthur,False,,2025-08-11T13:51:46.232630Z,39,105717.jpg,False,Masuaku,False,,a,17,56,47125,1010,44364,1233,0.0,0.3,50.0,2025-08-10,1993-11-07,False,p105717,6,3,4,10,2,353,129,294,97,322,108,358,121,,,,,,,0.05,0.0,0.06,0.11,1.5,1.44,699,207,386,136,442,152,194,74,1.44,0.0,7.2
683,Alderete,Sunderland,DEF,4.1,5.5,45,0,2.0,5.6,667,1,1,3,6,0,0,0,1,0,0,4,143,228.4,38.6,77.0,34.4,0.58,0.35,0.93,9.26,True,True,75.0,75.0,201895,0,0,1,-1,1,2,0.8,1.5,Omar,False,Head injury - 75% chance of playing,2025-10-23T13:30:08.702646Z,41,201895.jpg,False,Alderete,False,,d,17,56,885468,1003,368163,23462,0.5,11.0,168.0,2025-08-12,1996-12-26,False,p201895,60,24,12,72,7,34,12,229,66,115,19,98,31,,,,,,,0.08,0.0,0.05,0.13,1.25,0.81,612,159,171,64,15,9,66,21,0.94,0.4,9.72
694,Mukiele,Sunderland,DEF,4.2,5.5,47,1,6.7,5.9,720,1,0,3,6,0,0,0,1,0,0,5,161,208.6,64.1,53.0,32.6,0.52,0.64,1.16,9.79,True,True,,,200834,1,-1,2,-2,2,2,5.7,6.7,Nordi,False,,,42,200834.jpg,False,Mukiele,False,,a,17,56,723556,18359,103143,8991,1.6,11.2,73.0,2025-08-17,1997-11-01,False,p200834,64,28,21,85,8,52,21,158,39,167,38,108,33,,,,,,,0.06,0.0,0.08,0.14,1.22,0.75,610,158,11,4,12,7,65,20,1.0,0.38,10.62
724,Geertruida,Sunderland,DEF,4.5,0.0,9,2,1.7,1.3,251,0,0,0,2,0,0,0,0,0,0,0,48,56.0,7.2,22.0,8.6,0.33,0.25,0.58,4.49,True,True,,,247955,0,0,0,0,0,2,0.7,1.7,Lutsharel,False,,,45,247955.jpg,False,Geertruida,False,,a,17,56,2764,90,1511,97,0.4,2.0,152.0,2025-09-01,2000-07-18,False,p247955,13,16,5,18,2,267,104,353,119,269,82,325,109,,,,,,,0.12,0.0,0.09,0.21,1.61,0.72,416,85,209,74,344,121,645,221,0.72,0.0,6.45
730,Brobbey,Sunderland,FWD,5.5,0.1,8,1,1.7,1.6,79,0,1,0,0,0,0,0,0,0,0,0,24,26.6,10.6,6.0,4.4,0.00,0.04,0.04,1.59,True,True,,,441264,0,0,0,0,0,4,0.7,1.7,Brian,False,,,55,441264.jpg,False,Brobbey,False,,a,17,56,14236,566,8533,365,0.3,1.5,152.0,2025-09-01,2002-02-01,False,p441264,3,5,1,9,0,340,31,337,39,342,45,365,40,,,,,,,0.0,0.0,0.05,0.05,1.81,0.0,148,35,210,23,317,32,518,69,0.0,0.0,10.25
735,Traoré,Sunderland,MID,5.5,0.0,11,2,3.3,2.2,295,0,1,1,4,0,0,0,1,0,0,0,54,40.6,57.3,75.0,17.4,0.39,0.14,0.53,4.36,True,True,,,110504,0,0,0,0,0,3,2.3,3.3,Bertrand,False,,,55,110504.jpg,False,Traoré,False,,a,17,56,5654,364,2283,276,0.6,2.0,35.0,2025-09-01,1995-09-06,False,p110504,7,9,3,19,4,305,137,177,120,121,72,230,118,,,,,,,0.12,0.0,0.04,0.16,1.33,1.22,135,86,105,47,245,107,586,224,1.22,0.31,5.8
565,Vicario,Spurs,GKP,5.1,10.1,46,4,3.7,4.6,900,0,0,4,8,0,0,0,0,0,34,5,218,283.6,0.1,0.0,28.4,0.00,0.01,0.01,14.36,True,True,,,184254,0,0,1,-1,0,1,3.7,3.7,Guglielmo,False,,,51,184254.jpg,False,Vicario,False,,a,18,6,1193812,5725,699549,22860,0.7,9.0,106.0,2023-07-01,1996-10-07,False,p184254,12,85,0,0,10,11,3,414,11,707,80,131,3,,,,,,,0.0,3.4,0.0,0.0,1.44,0.8,233,7,92,9,44,4,40,6,1.0,0.4,0.0
566,Austin,Spurs,GKP,3.9,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,214572,0,0,-1,1,0,1,0.0,0.0,Brandon,False,,,39,214572.jpg,False,Austin,False,,a,18,6,14442,458,14124,362,0.0,0.0,241.0,2017-07-22,1999-01-08,False,p214572,0,0,0,0,0,442,32,425,17,392,4,442,32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,705,80,390,25,450,32,298,41,0.0,0.0,0.0
567,Kinsky,Spurs,GKP,3.9,2.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,485055,0,0,-1,1,0,1,0.0,0.0,Antonín,False,,,39,485055.jpg,False,Kinský,False,,a,18,6,99322,1708,109362,2355,0.0,0.0,57.0,2025-01-05,2003-03-13,False,p485055,0,0,0,0,0,453,35,436,20,403,7,453,35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,718,83,401,28,461,35,131,18,0.0,0.0,0.0
568,Pedro Porro,Spurs,DEF,5.5,18.4,44,2,4.7,4.4,797,0,2,4,7,0,0,0,1,0,0,2,173,168.8,200.7,25.0,39.5,0.11,1.23,1.34,11.91,True,True,,,441164,0,0,0,0,1,2,4.7,4.7,Pedro,False,,,55,441164.jpg,False,Porro Sauceda,False,,a,18,6,1166561,6170,1594292,57371,0.9,8.0,200.0,2023-07-01,1999-09-13,False,p441164,43,35,15,58,9,86,40,32,4,258,78,72,17,1.0,,2.0,,,,0.01,0.0,0.14,0.15,1.34,0.79,147,17,50,21,55,25,21,8,1.02,0.45,6.55
569,Romero,Spurs,DEF,5.0,4.2,33,1,0.3,4.1,660,0,1,3,5,0,0,0,3,0,0,3,141,160.0,29.4,56.0,24.4,0.10,0.25,0.35,10.25,True,True,100.0,100.0,221632,0,0,0,0,1,2,0.3,0.3,Cristian,False,,2025-10-20T00:30:09.989300Z,50,221632.jpg,False,Romero,False,,a,18,6,670683,1501,707737,13428,0.1,6.6,10.0,2022-08-30,1998-04-27,False,p221632,40,27,18,58,7,94,46,259,81,161,34,165,50,,,,,,,0.01,0.0,0.03,0.04,1.4,0.68,258,39,346,117,71,30,82,29,0.95,0.41,7.91
570,Danso,Spurs,DEF,4.3,0.1,12,0,3.0,2.0,255,0,0,1,3,0,0,0,2,0,0,1,54,64.4,3.2,0.0,6.8,0.00,0.06,0.06,4.35,True,True,,,135720,0,0,-2,2,0,2,3.0,3.0,Kevin,False,,,43,135720.jpg,False,Danso,False,,a,18,6,11538,234,20798,389,0.7,2.8,14.0,2025-07-01,1998-09-19,False,p135720,34,7,3,37,3,246,97,372,132,509,211,344,113,,,,,,,0.0,0.0,0.02,0.02,1.54,1.06,581,141,116,43,262,96,399,148,1.06,0.35,13.06
571,Davies,Spurs,DEF,4.3,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,115556,0,0,-2,2,0,2,0.0,0.0,Ben,False,Hamstring injury - Unknown return date,2025-10-14T13:00:06.756853Z,43,115556.jpg,False,Davies,False,,i,18,6,2330,6,8663,182,0.0,0.0,244.0,2014-07-23,1993-04-24,False,p115556,0,0,0,0,0,551,221,540,221,508,210,552,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,580,140,504,206,558,220,519,189,0.0,0.0,0.0
572,Dragusin,Spurs,DEF,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,493125,0,0,0,0,0,2,0.0,0.0,Radu,False,Knee injury - Unknown return date,2025-07-21T10:00:05.088977Z,45,493125.jpg,False,Drăgușin,False,,i,18,6,377,11,536,8,0.0,0.0,177.0,2024-01-11,2002-02-03,False,p493125,0,0,0,0,0,633,235,627,235,608,232,634,235,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,92,597,226,642,236,720,242,0.0,0.0,0.0
